id,x,y,z
314.0,-33.3339,-40.37905,-21.94093
315.0,-32.85708,-39.70593,-22.54113
316.0,-32.56268,-40.05539,-23.38693
317.0,-32.30434,-41.10452,-23.23008
318.0,-32.56788,-40.22048,-23.2129
319.0,-32.90943,-40.02552,-22.17585
320.0,-33.43257,-40.6169,-21.66769
321.0,-33.81827,-40.54123,-20.71439
322.0,-33.78748,-40.62659,-21.66493
323.0,-33.08479,-40.04751,-22.15682
324.0,-32.75887,-39.73572,-23.03245
325.0,-33.04389,-39.47594,-22.16922
326.0,-33.74926,-39.70113,-21.49989
327.0,-32.96404,-39.48577,-22.10387
328.0,-32.52624,-40.16896,-22.7482
329.0,-32.86414,-40.4547,-21.87683
330.0,-32.75809,-39.374,-22.02231
331.0,-33.45582,-39.97537,-22.41636
332.0,-32.75998,-39.5095,-22.01641
333.0,-33.51804,-39.32884,-21.34152
334.0,-33.55063,-40.09443,-20.73363
335.0,-33.42874,-39.38148,-19.99891
336.0,-33.5804,-40.27798,-19.82764
337.0,-33.81173,-40.85156,-20.49726
338.0,-33.80767,-40.0116,-19.93568
339.0,-32.87882,-39.52902,-19.9226
340.0,-33.18525,-40.11989,-20.67629
341.0,-32.51916,-40.86569,-21.13524
342.0,-32.38866,-41.61174,-21.75414
343.0,-33.06166,-41.22886,-21.07452
344.0,-33.07088,-41.87122,-20.31991
345.0,-32.65613,-41.38445,-19.50213
346.0,-33.20505,-40.68333,-20.04021
347.0,-32.78909,-41.60832,-20.28787
348.0,-32.18824,-42.10658,-19.72115
349.0,-32.96494,-41.67396,-19.34614
350.0,-33.35665,-40.76419,-19.09853
351.0,-32.56149,-40.08497,-19.13991
352.0,-32.38929,-39.69136,-20.02886
353.0,-32.24883,-40.4353,-19.40759
354.0,-32.55747,-39.79648,-20.17484
355.0,-32.1651,-40.52897,-19.62512
356.0,-32.33558,-41.52837,-19.87866
357.0,-33.14614,-41.53407,-20.36741
358.0,-32.66828,-41.17165,-21.04395
359.0,-31.90924,-40.58775,-20.87466
360.0,-31.8527,-39.36518,-20.76563
361.0,-32.81126,-39.5165,-21.23327
362.0,-33.41659,-40.32108,-20.83863
363.0,-32.96133,-41.11841,-21.20319
364.0,-32.64217,-41.35939,-20.33362
365.0,-31.81379,-41.43718,-20.69101
366.0,-32.53042,-40.91996,-21.00587
367.0,-32.49588,-41.55791,-21.83274
368.0,-32.0224,-41.83334,-20.96643
369.0,-32.58138,-41.53671,-21.69483
370.0,-32.13415,-40.79504,-22.45354
371.0,-32.48499,-41.23922,-21.63306
372.0,-31.62401,-41.61685,-21.38885
373.0,-32.1371,-40.81646,-21.32423
374.0,-31.61702,-39.98809,-20.91605
375.0,-31.41614,-39.13338,-21.49619
376.0,-32.23651,-39.20685,-22.00449
377.0,-31.90054,-39.64345,-22.81637
378.0,-32.2993,-39.14461,-22.1197
379.0,-32.50656,-39.11922,-21.14925
380.0,-32.41824,-40.06758,-20.76156
381.0,-31.85059,-39.52255,-20.15218
382.0,-32.42889,-39.06029,-20.79301
383.0,-31.99266,-39.91336,-20.25915
384.0,-32.22117,-40.25927,-21.16383
385.0,-31.61702,-41.12268,-20.86534
386.0,-31.77581,-41.75123,-21.56355
387.0,-32.20648,-41.06568,-22.30947
388.0,-31.886,-40.60926,-23.04488
389.0,-31.95648,-41.48434,-22.5863
390.0,-32.54348,-40.77344,-22.30387
391.0,-32.16906,-41.18905,-23.17024
392.0,-31.75212,-41.77168,-22.46863
393.0,-31.69785,-41.47607,-21.5369
394.0,-31.80033,-40.60624,-21.1761
395.0,-31.63359,-39.54147,-21.0469
396.0,-31.54771,-40.48842,-21.41369
397.0,-32.00425,-39.92177,-20.66898
398.0,-31.25535,-40.3965,-21.05781
399.0,-31.49932,-39.48593,-20.74825
400.0,-31.89718,-39.5239,-21.7133
401.0,-31.94797,-38.8728,-22.49627
402.0,-32.01133,-39.66422,-23.17581
403.0,-32.01771,-40.71129,-23.41424
404.0,-31.92702,-39.75539,-23.15861
405.0,-31.45159,-40.437,-23.64914
406.0,-32.28439,-40.79178,-23.03133
407.0,-31.59248,-40.00327,-23.28987
408.0,-32.07458,-40.92495,-23.10995
409.0,-31.50402,-40.09786,-22.97966
410.0,-32.24132,-39.45849,-22.9371
411.0,-31.3902,-39.13176,-22.53128
412.0,-31.14896,-39.22482,-21.5948
413.0,-31.48495,-40.14688,-21.61559
414.0,-31.26936,-39.92325,-20.7453
415.0,-31.56994,-40.91893,-20.75025
416.0,-31.58324,-39.85884,-20.64509
417.0,-31.96147,-40.38275,-21.39225
418.0,-31.54634,-41.34028,-21.14009
419.0,-31.09255,-40.51955,-20.78679
420.0,-31.44951,-39.67314,-20.45025
421.0,-30.80686,-39.72345,-21.22076
422.0,-31.41574,-40.26007,-20.52571
423.0,-30.63855,-39.79632,-21.1211
424.0,-30.82233,-39.42665,-22.08734
425.0,-31.56657,-39.73376,-21.64637
426.0,-31.42602,-39.39322,-22.60122
427.0,-30.74313,-38.79744,-22.47742
428.0,-30.86362,-39.7541,-23.01034
429.0,-31.14892,-38.91954,-22.1028
430.0,-31.25423,-39.53873,-21.44665
431.0,-30.96337,-40.32391,-21.07435
432.0,-31.01817,-39.44047,-21.4408
433.0,-30.72964,-39.07783,-22.38362
434.0,-31.60167,-39.31985,-22.27175
435.0,-30.86775,-39.01519,-22.80853
436.0,-31.01344,-39.99906,-22.98745
437.0,-30.80429,-40.85439,-22.42591
438.0,-31.18553,-40.99758,-23.40836
439.0,-30.38389,-40.44649,-23.36586
440.0,-30.87447,-41.2395,-23.55957
441.0,-30.4706,-40.27831,-23.47663
442.0,-30.80724,-41.15002,-23.18277
443.0,-31.41771,-41.6313,-22.52207
444.0,-30.90792,-41.42159,-23.42454
445.0,-31.36425,-41.69772,-22.59819
446.0,-30.71753,-41.31645,-23.4653
447.0,-29.93921,-40.43747,-23.4667
448.0,-30.62167,-39.99923,-22.93498
449.0,-31.04317,-40.70217,-23.54141
450.0,-31.71359,-41.14902,-22.9961
451.0,-30.74631,-40.93459,-22.96366
452.0,-31.02823,-41.03488,-22.01831
453.0,-30.97518,-41.97039,-22.04972
454.0,-31.34707,-41.39769,-21.19116
455.0,-31.28981,-41.94549,-22.02927
456.0,-30.79735,-41.4884,-22.74748
457.0,-30.38724,-40.56615,-22.97808
458.0,-30.63154,-41.4872,-22.70468
459.0,-30.84854,-40.4902,-22.32636
460.0,-31.05034,-41.41141,-22.38773
461.0,-30.90437,-41.22919,-21.46274
462.0,-30.54885,-41.52123,-22.31857
463.0,-31.27928,-41.63046,-21.63452
464.0,-31.68153,-40.5104,-21.59628
465.0,-31.33855,-41.68939,-21.90828
466.0,-30.62624,-41.1402,-22.46253
467.0,-30.13903,-40.36225,-22.28983
468.0,-30.07106,-39.49858,-22.17276
469.0,-30.14049,-40.09558,-22.92763
470.0,-30.30327,-39.35364,-22.26374
471.0,-29.94627,-40.23357,-22.51805
472.0,-30.72615,-40.53834,-21.91474
473.0,-30.20666,-39.78633,-22.11235
474.0,-30.56979,-39.80108,-21.1285
475.0,-30.50163,-39.48589,-20.20468
476.0,-30.61299,-40.47413,-20.18266
477.0,-30.18416,-39.70259,-20.81313
478.0,-30.35419,-39.94975,-19.88669
479.0,-31.11229,-40.57521,-19.80309
480.0,-30.68199,-41.27443,-20.24983
481.0,-30.76186,-40.05544,-20.27383
482.0,-30.10393,-40.0031,-21.11536
483.0,-30.81816,-39.80824,-21.92369
484.0,-29.86162,-39.54637,-21.69171
485.0,-29.90905,-39.75125,-22.6771
486.0,-30.19963,-39.4059,-21.73426
487.0,-29.92875,-40.09322,-22.42093
488.0,-29.85383,-41.12808,-22.38208
489.0,-29.91061,-40.07032,-22.19371
490.0,-30.68293,-40.71191,-22.39771
491.0,-30.87641,-41.60993,-22.1047
492.0,-30.06119,-40.9601,-22.33529
493.0,-30.79203,-41.51089,-22.03296
494.0,-31.09054,-41.43852,-21.09184
495.0,-31.09882,-40.73313,-20.25982
496.0,-30.7647,-41.65253,-19.98758
497.0,-30.74008,-40.79438,-19.4902
498.0,-30.6817,-41.42585,-20.23655
499.0,-30.07959,-40.74908,-19.53063
500.0,-31.02713,-41.0197,-19.83086
501.0,-30.6616,-40.0468,-19.86193
502.0,-30.27038,-39.53242,-20.68813
503.0,-29.6838,-39.85494,-21.27958
504.0,-29.4846,-39.48853,-20.42578
505.0,-29.64294,-40.3011,-19.91692
506.0,-30.67438,-40.32949,-19.96114
507.0,-29.73205,-40.04505,-20.27625
508.0,-30.10805,-40.8253,-19.92719
509.0,-30.55306,-41.70468,-19.61248
510.0,-30.33481,-42.48328,-20.1856
511.0,-30.32033,-41.72031,-19.46631
512.0,-31.22564,-41.94318,-20.05587
513.0,-30.76013,-42.21799,-21.01519
514.0,-30.98499,-41.64561,-20.09262
515.0,-30.48388,-42.1993,-20.70559
516.0,-30.37587,-42.17876,-21.6669
517.0,-30.15378,-41.21973,-21.74754
518.0,-29.66734,-40.29149,-21.79102
519.0,-29.91952,-41.1394,-21.60476
520.0,-29.33443,-40.29473,-21.8313
521.0,-29.95089,-40.33543,-21.06493
522.0,-29.82268,-40.5904,-22.00041
523.0,-30.58136,-40.97488,-21.47344
524.0,-30.22526,-41.93117,-21.27704
525.0,-31.03394,-42.332,-21.03442
526.0,-30.7232,-41.57728,-20.35326
527.0,-30.40983,-41.23588,-19.47478
528.0,-29.47182,-40.90697,-19.37604
529.0,-28.68029,-41.16416,-19.9468
530.0,-29.04496,-40.3225,-20.27246
531.0,-28.79429,-40.54426,-19.33033
532.0,-28.6704,-41.52797,-19.23401
533.0,-29.64621,-41.24986,-19.1482
534.0,-28.75286,-40.93912,-19.28327
535.0,-29.50206,-41.3975,-19.54879
536.0,-28.76616,-41.16758,-20.35624
537.0,-29.13423,-40.19477,-20.61148
538.0,-29.48795,-40.89556,-21.42951
539.0,-30.07792,-41.57994,-20.80748
540.0,-30.4606,-42.51655,-20.92702
541.0,-30.91575,-42.0942,-20.02696
542.0,-30.08747,-42.583,-19.89815
543.0,-30.1278,-41.97707,-19.09841
544.0,-29.21792,-41.72014,-19.4687
545.0,-29.09983,-40.89637,-19.95457
546.0,-29.07943,-40.07718,-20.68514
547.0,-29.33888,-41.03082,-20.57288
548.0,-29.06252,-40.03486,-21.17303
549.0,-28.7169,-40.712,-20.38933
550.0,-28.63383,-40.52921,-21.33925
551.0,-29.27933,-40.88401,-20.68031
552.0,-29.60222,-41.89114,-20.4775
553.0,-30.37723,-42.1952,-21.02656
554.0,-29.68565,-41.54642,-21.10752
555.0,-30.31932,-42.14515,-21.66042
556.0,-29.77644,-41.2803,-21.59931
557.0,-28.82253,-40.94721,-21.34245
558.0,-29.65196,-40.92969,-21.8102
559.0,-30.1634,-41.64888,-21.34941
560.0,-29.33765,-41.28253,-21.84449
561.0,-28.84837,-40.58582,-21.4027
562.0,-29.68032,-40.25129,-21.85347
563.0,-28.99509,-40.05099,-21.20118
564.0,-28.8712,-41.1052,-21.19919
565.0,-29.06494,-40.23081,-21.45767
566.0,-28.63848,-40.69547,-20.71604
567.0,-29.19061,-40.96037,-21.37891
568.0,-29.95613,-40.73859,-20.73235
569.0,-29.6611,-41.0613,-19.85133
570.0,-29.96622,-42.13829,-19.69288
571.0,-30.78717,-42.08311,-20.25706
572.0,-30.14077,-42.47399,-21.07808
573.0,-29.72676,-41.8999,-21.90155
574.0,-29.16749,-41.48002,-21.22494
575.0,-29.78904,-42.21904,-21.57004
576.0,-29.13094,-41.62058,-21.43674
577.0,-29.41331,-41.39772,-22.42011
578.0,-29.89459,-42.20926,-22.48462
579.0,-29.51448,-41.39693,-22.76832
580.0,-29.81079,-41.97072,-22.06236
581.0,-29.42152,-41.39505,-22.71438
582.0,-29.46583,-41.95898,-21.90152
583.0,-28.83699,-41.60767,-21.12151
584.0,-28.98315,-42.05745,-20.32025
585.0,-28.16006,-41.85286,-19.87054
586.0,-28.9768,-42.42872,-19.58087
587.0,-29.13156,-43.25541,-20.03531
588.0,-28.70616,-42.39427,-20.30088
589.0,-29.39925,-43.25757,-20.29977
590.0,-28.82245,-43.53918,-19.49248
591.0,-29.38419,-43.77388,-20.27884
592.0,-29.53596,-42.98742,-20.79258
593.0,-28.6969,-42.73912,-20.36258
594.0,-27.91561,-41.91475,-20.42214
595.0,-28.62116,-42.4319,-20.21794
596.0,-28.82619,-42.70757,-21.12446
597.0,-28.2014,-41.87645,-21.2256
598.0,-29.15074,-42.30874,-21.5467
599.0,-28.70187,-41.46782,-22.03163
600.0,-27.86508,-41.40025,-21.52656
601.0,-28.00836,-40.80192,-22.27462
602.0,-28.90084,-41.2541,-22.51292
603.0,-29.61275,-41.8019,-22.71651
604.0,-29.03054,-41.0373,-23.0462
605.0,-29.0052,-41.4649,-22.05227
606.0,-29.46748,-41.81562,-22.84307
607.0,-29.40494,-42.36088,-21.99114
608.0,-28.51753,-42.03826,-21.81738
609.0,-27.82457,-41.38457,-21.31762
610.0,-27.27699,-42.09553,-20.75379
611.0,-27.92955,-42.67035,-20.28452
612.0,-27.91056,-41.74902,-20.4996
613.0,-28.20981,-42.20373,-21.31837
614.0,-27.44156,-41.48648,-21.41577
615.0,-27.10427,-41.92715,-22.29259
616.0,-27.63989,-41.30165,-21.86577
617.0,-27.68817,-42.08079,-21.32811
618.0,-28.21782,-41.29103,-21.97617
619.0,-27.82452,-42.16252,-22.28693
620.0,-28.01815,-41.18044,-22.53994
621.0,-28.72819,-41.24019,-23.45667
622.0,-27.94361,-41.03239,-22.80022
623.0,-28.52224,-41.53766,-23.31353
624.0,-28.7457,-40.71489,-22.82003
625.0,-28.03339,-40.89341,-22.13478
626.0,-28.80325,-40.78378,-22.69132
627.0,-28.02636,-41.18005,-23.06341
628.0,-27.90179,-41.22103,-22.02308
629.0,-27.91947,-41.00291,-23.02433
630.0,-28.47888,-41.07537,-22.28833
631.0,-27.76148,-41.13026,-21.50494
632.0,-27.17656,-41.39123,-22.21308
633.0,-27.4523,-41.28116,-23.18284
634.0,-27.24245,-41.85327,-22.25537
635.0,-27.41662,-41.45217,-21.29093
636.0,-27.18385,-42.22289,-21.81689
