Chrom,Start,End,ATAC,H3K27ac,H3K9me3,PC1,PC2
chr22,18000000,18200000,0.388514,0.566021,0.166508,-0.000139159905,-0.000409741735
chr22,18200000,18400000,0.258758,0.00346912,0.00281782,-0.000139159905,-0.000409741735
chr22,18400000,18600000,0.258758,0.00346912,0.00256165,-0.001009759094,-0.002573300814
chr22,18600000,18800000,0.286442,0.0706312,0.0441885,-0.001009759094,-0.002573300814
chr22,18800000,19000000,0.548025,0.267538,0.163818,-0.027963974226,-0.013107937701
chr22,19000000,19200000,0.548025,0.296124,0.271151,-0.078973476889,-0.038308860824
chr22,19200000,19400000,0.374013,0.296124,0.271151,-0.078973476889,-0.036805151443
chr22,19400000,19600000,0.533713,0.286965,0.190715,-0.081104101979,-0.036805151443
chr22,19600000,19800000,0.667612,0.386182,0.182646,-0.095650792013,-0.037902604722
chr22,19800000,20000000,0.688327,0.386182,0.163562,-0.10599590691,-0.077837755536
chr22,20000000,20200000,0.688327,0.267261,0.150497,-0.081940264347,-0.052770929104
chr22,20200000,20400000,0.577592,0.43017,0.172015,-0.081940264347,-0.052770929104
chr22,20400000,20600000,0.565916,0.43017,0.172015,-0.069696557669,-0.045224187899
chr22,20600000,20800000,0.501321,0.374109,0.181109,-0.069696557669,-0.045224187899
chr22,20800000,21000000,0.501321,0.374109,0.181109,-0.045941458984,-0.046561836817
chr22,21000000,21200000,0.329192,0.286271,0.109126,-0.000867336579,-0.00065098545
chr22,21200000,21400000,0.614127,0.136267,0.0622482,-0.000867336579,-0.00065098545
chr22,21400000,21600000,0.619966,0.252413,0.17099,-0.031911291388,-0.033652051011
chr22,21600000,21800000,0.619966,0.26393,0.173296,-0.094325461316,-0.033236117772
chr22,21800000,22000000,0.406782,0.26393,0.247968,-0.071765022717,0.060718589119
chr22,22000000,22200000,0.312996,0.194271,0.247968,-0.065704533301,0.060718589119
chr22,22200000,22400000,0.322036,0.252829,0.252963,-0.065704533301,0.038546932309
chr22,22400000,22600000,0.348589,0.553671,0.252963,-0.069800972301,0.022527346397
chr22,22600000,22800000,0.348589,0.553671,0.255269,-0.06991446007,0.050080377789
chr22,22800000,23000000,0.453486,0.212587,0.255269,-0.06991446007,0.050080377789
chr22,23000000,23200000,0.453486,0.272534,0.18239,-0.083828449059,0.041207732101
chr22,23200000,23400000,0.447837,0.379383,0.182006,-0.077911127212,-0.002069532835
chr22,23400000,23600000,0.45085,0.379383,0.182006,-0.077911127212,-0.008937720847
chr22,23600000,23800000,0.651039,0.261155,0.164586,-0.07713793441,-0.05290485088
chr22,23800000,24000000,0.651039,0.423926,0.178291,-0.07713793441,-0.062366748976
chr22,24000000,24200000,0.523731,0.591137,0.214282,-0.065487321201,-0.043441654891
chr22,24200000,24400000,0.507159,0.591137,0.214282,-0.065487321201,-0.043441654891
chr22,24400000,24600000,0.507159,0.335394,0.187897,-0.054103358639,0.005919015074
chr22,24600000,24800000,0.438985,0.32804,0.20378,-0.054103358639,0.005919015074
chr22,24800000,25000000,0.438985,0.32804,0.20378,-0.086806231493,0.048707588893
chr22,25000000,25200000,0.373637,0.260184,0.172015,-0.066729049781,0.093636734645
chr22,25200000,25400000,0.329004,0.255327,0.202883,-0.061216495496,0.093636734645
chr22,25400000,25600000,0.329004,0.277946,0.227219,-0.057984043963,0.064761621234
chr22,25600000,25800000,0.262713,0.277946,0.244126,-0.052166393315,0.16050117749
chr22,25800000,26000000,0.262713,0.136822,0.244126,-0.041050381717,0.16050117749
chr22,26000000,26200000,0.300567,0.145842,0.238106,-0.041050381717,0.133584599795
chr22,26200000,26400000,0.400567,0.29321,0.238106,-0.050020751972,0.125548466684
chr22,26400000,26600000,0.411867,0.345385,0.245919,-0.079700087106,0.030082091636
chr22,26600000,26800000,0.411867,0.345385,0.245919,-0.064204553108,0.035868454204
chr22,26800000,27000000,0.299248,0.345802,0.266668,-0.06375262672,0.035868454204
chr22,27000000,27200000,0.314503,0.345802,0.289339,-0.06375262672,0.02670688353
chr22,27200000,27400000,0.372883,0.345802,0.289339,-0.063846337551,0.049355002586
chr22,27400000,27600000,0.411867,0.281553,0.218125,-0.076591678728,0.049355002586
chr22,27600000,27800000,0.411867,0.351213,0.226578,-0.067374342481,0.04830813951
chr22,27800000,28000000,0.380793,0.351213,0.226578,-0.044823145175,0.022160908651
chr22,28000000,28200000,0.26535,0.24145,0.247968,-0.038002758324,0.025541119198
chr22,28200000,28400000,0.175707,0.351075,0.276274,-0.038002758324,0.025541119198
chr22,28400000,28600000,0.295293,0.368698,0.276274,-0.040980245924,0.003893589551
chr22,28600000,28800000,0.382864,0.681612,0.234391,-0.055188559402,-0.025801354365
chr22,28800000,29000000,0.383994,0.681612,0.234391,-0.069711406157,-0.015518667979
chr22,29000000,29200000,0.692659,0.463474,0.217869,-0.076496771472,-0.015518667979
chr22,29200000,29400000,0.692659,0.331509,0.183671,-0.083119434699,-0.065823901097
chr22,29400000,29600000,0.541999,0.329566,0.181493,-0.083119434699,-0.072018803868
chr22,29600000,29800000,0.541999,0.329566,0.220943,-0.063498678067,-0.050102088395
chr22,29800000,30000000,0.306405,0.382435,0.287161,-0.056263222123,-0.048872198251
chr22,30000000,30200000,1.02788,1.02672,0.287161,-0.056263222123,-0.048872198251
chr22,30200000,30400000,1.02788,1.02672,0.175858,-0.104385554054,-0.107710794339
chr22,30400000,30600000,0.618459,0.546039,0.179956,-0.091551870569,-0.070427978253
chr22,30600000,30800000,0.377968,0.339557,0.26385,-0.086480817301,-0.052503691767
chr22,30800000,31000000,0.509419,0.339557,0.26385,-0.086480817301,-0.052503691767
chr22,31000000,31200000,0.509419,0.317771,0.192764,-0.102370734932,-0.069391749707
chr22,31200000,31400000,0.424861,0.343581,0.204932,-0.078719191679,-0.042286721115
chr22,31400000,31600000,0.433524,0.343581,0.204932,-0.078719191679,-0.015359036005
chr22,31600000,31800000,0.433524,0.323738,0.178803,-0.08557516651,0.011178860633
chr22,31800000,32000000,0.368552,0.268926,0.218125,-0.063151703606,0.07356892708
chr22,32000000,32200000,0.352168,0.187194,0.218125,-0.063151703606,0.087385659949
chr22,32200000,32400000,0.352168,0.287104,0.21979,-0.06389419991,0.09138591485
chr22,32400000,32600000,0.309606,0.287104,0.258215,-0.059382105305,0.127545556667
chr22,32600000,32800000,0.249719,0.159163,0.258215,-0.05114652838,0.127545556667
chr22,32800000,33000000,0.264031,0.164714,0.252195,-0.039650245643,0.121432150715
chr22,33000000,33200000,0.264031,0.21009,0.255781,-0.039650245643,0.127288178656
chr22,33200000,33400000,0.233523,0.263514,0.255781,-0.046868602427,0.127288178656
chr22,33400000,33600000,0.233523,0.263514,0.234519,-0.050790859927,0.114986689866
chr22,33600000,33800000,0.186818,0.162771,0.227859,-0.048222659997,0.126051677948
chr22,33800000,34000000,0.251979,0.167766,0.219021,-0.026843824043,0.126051677948
chr22,34000000,34200000,0.251979,0.167766,0.287161,-0.018728483711,0.091965750491
chr22,34200000,34400000,0.115631,0.12239,0.287161,-0.018153865045,0.079413402269
chr22,34400000,34600000,0.132016,0.113232,0.281398,-0.018153865045,0.088101738129
chr22,34600000,34800000,0.178532,0.115175,0.235544,-0.023260525226,0.124260676415
chr22,34800000,35000000,0.279662,0.134185,0.235544,-0.028420373465,0.184160105981
chr22,35000000,35200000,0.653111,0.573792,0.235544,-0.047168374608,0.184160105981
chr22,35200000,35400000,0.653111,0.573792,0.211721,-0.091930046142,0.069895139949
chr22,35400000,35600000,0.506594,0.38077,0.242845,-0.065864369421,0.016016057344
chr22,35600000,35800000,0.33729,0.377856,0.242845,-0.055616560576,0.016016057344
chr22,35800000,36000000,0.305463,0.305282,0.233111,-0.055616560576,0.003382336623
chr22,36000000,36200000,0.739175,0.818711,0.233111,-0.075290241954,-0.00362120108
chr22,36200000,36400000,0.739175,0.818711,0.198528,-0.101778680085,-0.053081232923
chr22,36400000,36600000,0.556688,0.417959,0.201858,-0.0875207859,0.002360066406
chr22,36600000,36800000,0.419776,0.210367,0.252067,-0.08469802601,0.016248957583
chr22,36800000,37000000,0.732019,0.813022,0.252067,-0.08469802601,0.016248957583
chr22,37000000,37200000,0.732019,0.813022,0.181749,-0.114066572992,-0.06161333205
chr22,37200000,37400000,0.75104,0.660103,0.174192,-0.106088235796,-0.066908420605
chr22,37400000,37600000,0.789458,0.660103,0.173552,-0.093474169856,-0.097588570401
chr22,37600000,37800000,0.789458,0.503577,0.162409,-0.086187887792,-0.091196924725
chr22,37800000,38000000,0.716953,0.381603,0.166251,-0.077754001757,-0.074054372146
chr22,38000000,38200000,0.639551,0.430587,0.166251,-0.070389507599,-0.056097114188
chr22,38200000,38400000,0.639551,0.430587,0.191996,-0.06294973762,-0.054534933761
chr22,38400000,38600000,0.690022,0.355654,0.191996,-0.06294973762,-0.054534933761
chr22,38600000,38800000,0.690022,0.355654,0.222864,-0.068959929483,-0.060334944128
chr22,38800000,39000000,0.572508,0.338031,0.222864,-0.066175547753,-0.059561746324
chr22,39000000,39200000,0.753488,0.498165,0.186104,-0.066175547753,-0.059561746324
chr22,39200000,39400000,0.765729,0.498165,0.182774,-0.078711757111,-0.044253469125
chr22,39400000,39600000,0.765729,0.339002,0.237465,-0.063915793794,0.031063449528
chr22,39600000,39800000,0.448778,0.173178,0.26385,-0.048938260317,0.031063449528
chr22,39800000,40000000,0.368928,0.31,0.26385,-0.048938260317,0.022669640594
chr22,40000000,40200000,0.368928,0.38299,0.21979,-0.053390216487,-0.01551297045
chr22,40200000,40400000,0.488138,1.0585,0.259496,-0.051800480049,-0.031776868857
chr22,40400000,40600000,0.488138,1.0585,0.259496,-0.051800480049,-0.03996196623
chr22,40600000,40800000,0.398119,0.397561,0.224529,-0.045729289096,-0.041449660674
chr22,40800000,41000000,0.377968,0.340528,0.212745,-0.045729289096,-0.042709415645
chr22,41000000,41200000,0.590399,0.340528,0.206597,-0.054619988567,-0.059290781503
chr22,41200000,41400000,0.800192,0.555614,0.165995,-0.075313516286,-0.084769072975
chr22,41400000,41600000,0.800192,0.555614,0.189434,-0.075514254697,-0.060345330934
chr22,41600000,41800000,0.681171,0.335533,0.189434,-0.075514254697,-0.053057028093
chr22,41800000,42000000,0.681171,0.335533,0.26052,-0.067572153213,-0.031815882237
chr22,42000000,42200000,0.549909,0.253245,0.26052,-0.067572153213,-0.031815882237
chr22,42200000,42400000,0.765352,0.253245,0.184311,-0.089727937072,-0.035868531691
chr22,42400000,42600000,0.765352,0.834531,0.184311,-0.092828808859,-0.056215598721
chr22,42600000,42800000,0.658384,0.891702,0.206341,-0.075625300146,-0.02446218186
chr22,42800000,43000000,0.658384,0.891702,0.206341,-0.075625300146,-0.02446218186
chr22,43000000,43200000,0.578722,0.505103,0.168685,-0.092297509306,0.077878775034
chr22,43200000,43400000,0.510549,0.143066,0.221839,-0.074424518511,0.123773271224
chr22,43400000,43600000,0.353109,0.175537,0.266412,-0.050429155592,0.123773271224
chr22,43600000,43800000,0.468552,0.227019,0.266412,-0.050429155592,0.088434223175
chr22,43800000,44000000,0.468552,0.24492,0.194942,-0.084556771843,0.058085597473
chr22,44000000,44200000,0.476839,0.246307,0.2171,-0.082678043137,0.039017419215
chr22,44200000,44400000,0.476839,0.246307,0.273585,-0.078910204747,0.0373284327
chr22,44400000,44600000,0.556312,0.240757,0.273585,-0.078910204747,0.044256423586
chr22,44600000,44800000,0.556312,0.220913,0.200449,-0.088982012658,0.067511913741
chr22,44800000,45000000,0.395671,0.278084,0.222608,-0.079690694394,0.067511913741
chr22,45000000,45200000,0.490963,0.371889,0.222608,-0.079690694394,0.014361492217
chr22,45200000,45400000,0.490963,0.524392,0.234776,-0.080180630807,-0.004259867747
chr22,45400000,45600000,0.422224,1.33297,0.313162,-0.060693135946,-0.004259867747
chr22,45600000,45800000,0.791341,1.33297,0.313162,-0.060693135946,-0.00028533969
chr22,45800000,46000000,1.24765,1.27289,0.227091,-0.07584794956,0.001524742708
chr22,46000000,46200000,1.24765,1.27289,0.205829,-0.096794248036,0.001524742708
chr22,46200000,46400000,0.551604,0.36842,0.205829,-0.096794248036,-0.026845535114
chr22,46400000,46600000,0.702263,0.728931,0.174192,-0.109682884177,0.001282651488
chr22,46600000,46800000,0.702263,0.728931,0.201602,-0.087269771574,0.121827727379
chr22,46800000,47000000,0.514127,0.46389,0.201602,-0.080287247853,0.157465825955
chr22,47000000,47200000,0.334465,0.200792,0.263082,-0.071198363857,0.16949141314
chr22,47200000,47400000,0.334465,0.188165,0.298177,-0.049563634071,0.16949141314
chr22,47400000,47600000,0.216385,0.154445,0.298177,-0.048227897495,0.135057440566
chr22,47600000,47800000,0.184182,0.163742,0.309704,-0.048227897495,0.134266150203
chr22,47800000,48000000,0.223918,0.179145,0.309704,-0.050687727887,0.114142071303
chr22,48000000,48200000,0.250284,0.315967,0.268846,-0.057436901684,0.111277127601
chr22,48200000,48400000,0.360642,0.327346,0.268846,-0.076962482657,0.152731231046
chr22,48400000,48600000,0.360642,0.327346,0.188666,-0.070269410692,0.156787612328
chr22,48600000,48800000,0.305275,0.128357,0.221199,-0.052198769161,0.156787612328
chr22,48800000,49000000,0.312808,0.112816,0.221199,-0.052198769161,0.154163203955
chr22,49000000,49200000,0.312808,0.129467,0.237465,-0.0589652954,0.166141398558
chr22,49200000,49400000,0.306781,0.131826,0.237465,-0.0589652954,0.166141398558
chr22,49400000,49600000,0.430699,0.131826,0.245663,-0.073425747006,0.181200653477
chr22,49600000,49800000,0.815258,0.674951,0.245663,-0.088263847536,0.181200653477
chr22,49800000,50000000,0.815258,0.674951,0.225041,-0.106403930423,-0.033777555527
chr22,50000000,50200000,0.925805,0.513707,0.165355,-0.104837186146,-0.033777555527
chr22,50200000,50400000,0.925805,0.513707,0.165355,-0.102496663438,-0.099776723699
chr22,50400000,50600000,0.899063,0.402556,0.155364,-0.086309583599,-0.050090063271
chr22,50600000,50800000,0.501886,0.182892,0.155364,0.0,0.0
chr22,50800000,50818468,0.00112995,0.000555059,0.00102466,0.0,0.0
