Chrom,Start,End,ATAC,H3K27ac,H3K9me3,PC1,PC2
chr6,23800000,24000000,0.175211,0.0828113,0.295032,-0.000366706092,-0.022659607176
chr6,24000000,24200000,0.352756,0.5055,0.295382,0.040236306713,-0.032531244943
chr6,24200000,24400000,0.352756,0.5055,0.295382,0.053237323071,-0.04034556901
chr6,24400000,24600000,0.491991,0.590336,0.24549,0.065235134405,-0.04034556901
chr6,24600000,24800000,0.491991,0.590336,0.283698,0.065235134405,-0.031562267361
chr6,24800000,25000000,0.259802,0.306301,0.310105,0.044616539741,-0.028151129901
chr6,25000000,25200000,0.292861,0.378396,0.310105,0.057610459773,-0.028029356742
chr6,25200000,25400000,0.292861,0.378396,0.210203,0.057610459773,-0.02372003587
chr6,25400000,25600000,0.217993,0.284928,0.278674,0.042663230762,-0.02372003587
chr6,25600000,25800000,0.328837,0.446622,0.304263,0.04772149564,-0.030010573152
chr6,25800000,26000000,0.97912,1.57169,0.304263,0.063137165712,-0.032413426912
chr6,26000000,26200000,0.97912,1.57169,0.218733,0.068198985719,-0.025504362499
chr6,26200000,26400000,0.748487,1.01916,0.21476,0.07784730578,-0.025504362499
chr6,26400000,26600000,0.748487,0.663026,0.289657,0.07784730578,-0.008234778399
chr6,26600000,26800000,0.345949,0.0754887,0.289657,0.015860916812,-0.001744309044
chr6,26800000,27000000,0.549746,0.553782,0.272598,0.033998842523,-0.001744309044
chr6,27000000,27200000,0.549746,0.553782,0.40101,0.039773499752,-0.019052645005
chr6,27200000,27400000,0.517077,0.302133,0.438634,0.039773499752,-0.016903074184
chr6,27400000,27600000,0.638033,0.46591,0.438634,0.056545656769,-0.016903074184
chr6,27600000,27800000,0.638033,0.832876,0.240115,0.056545656769,-0.024924536408
chr6,27800000,28000000,0.577944,0.832876,0.449968,0.035408800862,-0.024924536408
chr6,28000000,28200000,0.413622,0.395125,0.449968,0.043342001293,-0.026825398686
chr6,28200000,28400000,0.413622,0.395125,0.384768,0.043342001293,-0.026825398686
chr6,28400000,28600000,0.528939,0.36381,0.285334,0.051920044829,-0.030530502902
chr6,28600000,28800000,0.637644,0.534136,0.271196,0.051920044829,-0.030891794572
chr6,28800000,29000000,0.637644,0.534136,0.292461,0.048307811908,-0.022980174699
chr6,29000000,29200000,0.192907,0.0830495,0.292461,0.004475039466,-0.022980174699
chr6,29200000,29400000,0.13204,0.0542947,0.259862,0.010019273573,-0.024532720377
chr6,29400000,29600000,0.411872,0.198783,0.218148,0.062132834022,-0.038316254624
chr6,29600000,29800000,0.411872,0.198783,0.218148,0.065880417605,-0.037359275171
chr6,29800000,30000000,0.398843,0.257364,0.212072,0.077046658657,-0.036769392995
chr6,30000000,30200000,0.421401,0.350475,0.390377,0.077046658657,-0.032321598266
chr6,30200000,30400000,0.512021,0.350475,0.390377,0.063601468016,-0.031287306172
chr6,30400000,30600000,1.00032,1.88805,0.273883,0.070204922107,-0.025869967007
chr6,30600000,30800000,1.00032,1.88805,0.222004,0.070204922107,-0.022028542844
chr6,30800000,31000000,0.478962,0.786975,0.222004,0.061449158136,-0.022028542844
chr6,31000000,31200000,0.449987,0.51705,0.244088,0.061449158136,-0.021749479659
chr6,31200000,31400000,0.581055,0.479365,0.244088,0.05533630761,-0.021749479659
chr6,31400000,31600000,0.883445,0.929916,0.191508,0.05533630761,-0.020285948454
chr6,31600000,31800000,0.883445,0.929916,0.114274,0.05177767054,-0.01769380341
chr6,31800000,32000000,0.882472,0.866334,0.114274,0.051394089806,-0.01769380341
chr6,32000000,32200000,0.878194,0.586645,0.252501,0.048884002567,-0.011839427069
chr6,32200000,32400000,0.198158,0.173064,0.252501,0.031691136625,-0.010565813791
chr6,32400000,32600000,0.149931,0.0403043,0.141615,0.020060808535,-0.010565813791
chr6,32600000,32800000,0.408761,0.306658,0.242803,0.038995920095,-0.011712768218
chr6,32800000,33000000,0.497241,0.464243,0.288956,0.038995920095,-0.014544202662
chr6,33000000,33200000,0.881306,0.843473,0.288956,0.065037884282,-0.017405762265
chr6,33200000,33400000,0.881306,0.843473,0.145004,0.065037884282,-0.018582393268
chr6,33400000,33600000,0.705706,0.812456,0.142784,0.064455208242,-0.018582393268
chr6,33600000,33800000,0.705706,0.812456,0.172345,0.065892261318,-0.020178887108
chr6,33800000,34000000,0.52505,0.526873,0.172345,0.065892261318,-0.0181605027
chr6,34000000,34200000,0.52505,0.668087,0.159726,0.051835981164,-0.008975177404
chr6,34200000,34400000,0.48888,0.668087,0.166036,0.064886895397,-0.008975177404
chr6,34400000,34600000,0.48888,0.714404,0.187886,0.064886895397,-0.010185463234
chr6,34600000,34800000,0.323975,0.714404,0.187886,0.049787697087,-0.00829767733
chr6,34800000,35000000,0.283527,0.359226,0.18181,0.053481492223,-0.00829767733
chr6,35000000,35200000,0.448042,0.392089,0.18181,0.062885796219,-0.013991710684
chr6,35200000,35400000,0.541773,0.433524,0.157156,0.065755996602,-0.012436076058
chr6,35400000,35600000,0.541773,0.446562,0.221771,0.065755996602,-0.012436076058
chr6,35600000,35800000,0.417901,0.446562,0.221771,0.061200959865,-0.009408632919
chr6,35800000,36000000,0.329031,0.363096,0.229599,0.055621484859,-0.009408632919
chr6,36000000,36200000,0.337199,0.363096,0.229599,0.069739283406,-0.010838562867
chr6,36200000,36400000,0.37123,0.646536,0.198402,0.069739283406,-0.015502141281
chr6,36400000,36600000,0.604974,0.804717,0.198402,0.070938700473,-0.018138723087
chr6,36600000,36800000,0.604974,0.804717,0.150846,0.075404860133,-0.020459716622
chr6,36800000,37000000,0.595056,1.11929,0.158791,0.075795953191,-0.020459716622
chr6,37000000,37200000,0.595056,1.11929,0.167672,0.075795953191,-0.028961517529
chr6,37200000,37400000,0.472739,0.533243,0.167672,0.071986073993,-0.031861829175
chr6,37400000,37600000,0.568998,0.602957,0.162764,0.091992786776,-0.043175208273
chr6,37600000,37800000,0.568998,0.602957,0.223874,0.091992786776,-0.024538989664
chr6,37800000,38000000,0.259413,0.357976,0.223874,0.052607085273,-0.024538989664
chr6,38000000,38200000,0.258247,0.260281,0.18882,0.047714055205,-0.021332940714
chr6,38200000,38400000,0.174239,0.260281,0.197817,0.043720830925,-0.020828142234
chr6,38400000,38600000,0.264469,0.225335,0.234039,0.039941769979,-0.020828142234
chr6,38600000,38800000,0.264469,0.186578,0.279725,0.030787891798,-0.022807137137
chr6,38800000,39000000,0.307446,0.178899,0.279725,0.027924504462,-0.022807137137
chr6,39000000,39200000,0.399232,0.306122,0.244555,0.035230816487,-0.042867197696
chr6,39200000,39400000,0.399232,0.306122,0.249696,0.035230816487,-0.022256534666
chr6,39400000,39600000,0.178711,0.105851,0.263367,-0.000122285702,-0.020666723779
chr6,39600000,39800000,0.246579,0.107696,0.263367,0.007398290975,-0.020666723779
chr6,39800000,40000000,0.246579,0.107696,0.29363,0.007398290975,-0.025585396674
chr6,40000000,40200000,0.18999,0.0927534,0.29363,0.007873668421,-0.025585396674
chr6,40200000,40400000,0.293444,0.163718,0.254604,0.023088999103,-0.033689456439
chr6,40400000,40600000,0.293444,0.164253,0.268508,0.025891739593,-0.035280275189
chr6,40600000,40800000,0.31328,0.765662,0.294097,0.056278932712,-0.037646307453
chr6,40800000,41000000,0.452904,0.765662,0.294097,0.056278932712,-0.039712840232
chr6,41000000,41200000,0.452904,0.54134,0.333006,0.047224472999,-0.041516675982
chr6,41200000,41400000,0.528161,0.70601,0.333006,0.077507670531,-0.041516675982
chr6,41400000,41600000,0.751404,0.784416,0.154936,0.081728732631,-0.045316008514
chr6,41600000,41800000,0.751404,1.07982,0.168139,0.081728732631,-0.034600444867
chr6,41800000,42000000,0.441625,1.07982,0.168139,0.075082232447,-0.032483853061
chr6,42000000,42200000,0.441625,0.889909,0.165101,0.079509370163,-0.028882684142
chr6,42200000,42400000,0.35645,0.694698,0.234273,0.079509370163,-0.016557920188
chr6,42400000,42600000,0.33292,0.461029,0.234273,0.057275622854,-0.016557920188
chr6,42600000,42800000,0.485963,0.521753,0.145588,0.061657632133,-0.027765361976
chr6,42800000,43000000,0.639588,0.604683,0.117662,0.074137495152,-0.030902729198
chr6,43000000,43200000,0.639588,0.604683,0.15143,0.074137495152,-0.034619562916
chr6,43200000,43400000,0.486157,0.405246,0.15143,0.071566907269,-0.031535416137
chr6,43400000,43600000,0.585917,0.536339,0.129464,0.082137539182,-0.031535416137
chr6,43600000,43800000,0.585917,0.708867,0.159609,0.088745104858,-0.039760010882
chr6,43800000,44000000,0.68412,1.53103,0.254253,0.099991825834,-0.042542932793
chr6,44000000,44200000,0.857776,1.53103,0.254253,0.099991825834,-0.051828175273
chr6,44200000,44400000,0.857776,0.637963,0.234273,0.091949028194,-0.039685996697
chr6,44400000,44600000,0.352561,0.284035,0.234273,0.038850902663,-0.035946549997
chr6,44600000,44800000,0.263692,0.206701,0.232637,0.015666004904,-0.021074099329
chr6,44800000,45000000,0.129123,0.119484,0.229132,0.009235627048,-0.015948663906
chr6,45000000,45200000,0.181045,0.181875,0.235792,0.020971061771,-0.015948663906
chr6,45200000,45400000,0.251829,0.399411,0.235792,0.036863387207,-0.020418223151
chr6,45400000,45600000,0.259997,0.433167,0.303795,0.036863387207,-0.032705179832
chr6,45600000,45800000,0.259997,0.433167,0.303795,0.024544883679,-0.027606734265
chr6,45800000,46000000,0.235494,0.119305,0.264536,0.006109762467,-0.024881830508
chr6,46000000,46200000,0.211187,0.0827518,0.254604,0.001318241786,-0.024881830508
chr6,46200000,46400000,0.187073,0.0752505,0.262549,-0.000170620524,-0.02297855643
chr6,46400000,46600000,0.25144,0.110554,0.262549,0.009045052167,-0.02297855643
chr6,46600000,46800000,0.25144,0.232003,0.241284,0.026540235665,-0.025167700979
chr6,46800000,47000000,0.30064,0.561581,0.298888,0.048218703974,-0.031281609319
chr6,47000000,47200000,0.30064,0.561581,0.298888,0.048218703974,-0.042335779775
chr6,47200000,47400000,0.240745,0.35744,0.295967,0.048037810363,-0.034200185339
chr6,47400000,47600000,0.263108,0.35744,0.295967,0.04411455577,-0.032176077558
chr6,47600000,47800000,0.263108,0.28475,0.26734,0.029738995991,-0.014118920889
chr6,47800000,48000000,0.17735,0.133772,0.26734,0.00173092299,-0.013351348674
chr6,48000000,48200000,0.164516,0.133772,0.31139,0.003188961313,-0.012980234014
chr6,48200000,48400000,0.144486,0.170445,0.327748,0.008378732489,-0.011556452663
chr6,48400000,48600000,0.144486,0.170445,0.333591,0.010605298876,-0.011556452663
chr6,48600000,48800000,0.181434,0.204379,0.354038,0.011992681155,-0.017246846527
chr6,48800000,49000000,0.181434,0.204379,0.354038,0.011992681155,-0.013269044101
chr6,49000000,49200000,0.13768,0.106387,0.320738,0.003073920304,-0.013269044101
chr6,49200000,49400000,0.260969,0.442871,0.320738,0.026551054325,-0.015384096047
chr6,49400000,49600000,0.260969,0.442871,0.261965,0.026551054325,-0.020265954178
chr6,49600000,49800000,0.156737,0.127283,0.261965,0.005124013245,-0.018908287014
chr6,49800000,50000000,0.155765,0.0785249,0.260095,-0.003187138778,-0.018403933474
chr6,50000000,50200000,0.152653,0.053878,0.280543,-0.005792802059,-0.018403933474
chr6,50200000,50400000,0.111427,0.0466149,0.282646,-0.007249324678,-0.017501163295
chr6,50400000,50600000,0.121734,0.046853,0.282646,-0.008153589017,-0.017501163295
chr6,50600000,50800000,0.133402,0.0555449,0.301108,-0.0074704834,-0.019710990904
chr6,50800000,51000000,0.133402,0.0555449,0.347028,-0.0074704834,-0.017172316727
chr6,51000000,51200000,0.129318,0.0475079,0.347028,-0.008333128764,-0.01456909082
chr6,51200000,51400000,0.135152,0.0484604,0.314662,-0.009556362995,-0.01456909082
chr6,51400000,51600000,0.149347,0.0491748,0.287904,-0.007971433367,-0.019394597918
chr6,51600000,51800000,0.179489,0.0620936,0.282763,-0.007971433367,-0.019394597918
chr6,51800000,52000000,0.234522,0.0909079,0.257408,-0.004992034143,-0.023835912732
chr6,52000000,52200000,0.387759,0.284214,0.257408,0.034241846271,-0.027184940301
chr6,52200000,52400000,0.626754,0.767567,0.189522,0.074684035201,-0.038367471776
chr6,52400000,52600000,0.626754,0.767567,0.226912,0.074684035201,-0.034014736664
chr6,52600000,52800000,0.299473,0.33702,0.226912,0.0552659777,-0.034014736664
chr6,52800000,53000000,0.308613,0.33702,0.206581,0.0552659777,-0.034450411832
chr6,53000000,53200000,0.384453,0.558069,0.193027,0.071493923041,-0.034450411832
chr6,53200000,53400000,0.432291,0.558069,0.272832,0.071493923041,-0.028633972547
chr6,53400000,53600000,0.432291,0.58087,0.284049,0.060351013976,-0.028633972547
chr6,53600000,53800000,0.408955,0.58087,0.284049,0.045394276461,-0.029187464896
chr6,53800000,54000000,0.217604,0.235158,0.244906,0.024690286032,-0.015222996912
chr6,54000000,54200000,0.1721,0.185566,0.265003,0.008044489503,-0.014570403544
chr6,54200000,54400000,0.1721,0.185566,0.328099,0.008044489503,-0.014570403544
chr6,54400000,54600000,0.141569,0.131927,0.328099,0.002376626112,-0.006997325486
chr6,54600000,54800000,0.141569,0.104898,0.269443,0.006019409084,-0.006997325486
chr6,54800000,55000000,0.132818,0.0947181,0.313376,0.006019409084,-0.013705067998
chr6,55000000,55200000,0.142152,0.0947181,0.313376,-0.001141164273,-0.014693020614
chr6,55200000,55400000,0.159265,0.113352,0.274935,0.0053349199,-0.012558047638
chr6,55400000,55600000,0.159265,0.159967,0.311624,0.01120674613,-0.012558047638
chr6,55600000,55800000,0.18824,0.2604,0.311624,0.012125449368,-0.010969516082
chr6,55800000,56000000,0.18824,0.2604,0.385119,0.017698050122,-0.010969516082
chr6,56000000,56200000,0.255524,0.35113,0.385119,0.025057047652,-0.019478545238
chr6,56200000,56400000,0.279054,0.35113,0.3399,0.035582301594,-0.024832923424
chr6,56400000,56600000,0.323781,0.731311,0.231469,0.056726729631,-0.024832923424
chr6,56600000,56800000,0.465738,0.755661,0.236142,0.061683636001,-0.037914110956
chr6,56800000,57000000,0.465738,0.755661,0.236142,0.061683636001,-0.031177625708
chr6,57000000,57200000,0.316391,0.297311,0.235792,0.054345538625,-0.027003869243
chr6,57200000,57400000,0.256108,0.297311,0.235792,0.041708699268,-0.015223645102
chr6,57400000,57600000,0.192518,0.100017,0.152482,0.011114316893,-0.012870445794
chr6,57600000,57800000,0.188823,0.0461981,0.152482,-0.001352530213,-0.012870445794
chr6,57800000,58000000,0.188823,0.0461981,0.161713,-0.001352530213,-0.011207792288
chr6,58000000,58200000,0.14118,0.0429833,0.213708,-0.00540581534,-0.0094328552
chr6,58200000,58400000,0.123484,0.039709,0.213708,-0.000880215436,-0.001239097497
chr6,58400000,58600000,0.00855636,0.010597,0.127828,4.1171205e-05,-3.0433562e-05
chr6,58600000,58800000,,,,4.1171205e-05,-3.0433562e-05
chr6,58800000,59000000,,,,1.6341276e-05,0.000110071561
chr6,59000000,59200000,,,,-1.4754981e-05,0.000110071561
chr6,59200000,59400000,,,,1.3986432e-05,-1.751279e-06
chr6,59400000,59600000,,,,8.7149788e-05,0.000183656056
chr6,59600000,59800000,,,,8.7149788e-05,0.000183656056
chr6,59800000,60000000,0.0,0.0,0.0,0.0,0.0
chr6,60000000,60200000,0.117261,0.030898,0.150963,0.0,0.0
chr6,60200000,60400000,0.135346,0.030898,0.179473,-0.006306104757,-0.004146791187
chr6,60400000,60600000,0.135346,0.0279808,0.309637,-0.008664687435,-0.004278932715
chr6,60600000,60800000,0.111038,0.0279808,0.309637,-0.011685221813,-0.007360243269
chr6,60800000,61000000,0.114733,0.0270283,0.297953,-0.010381349137,-0.007360243269
chr6,61000000,61200000,0.114733,0.0270283,0.297953,-0.007444124886,-0.005002368367
chr6,61200000,61400000,0.0350033,0.01149,0.170826,-0.006923651398,-0.005002368367
chr6,61400000,61600000,0.0875083,0.0269687,0.415732,-0.006923651398,-0.005835615023
chr6,61600000,61800000,0.0927588,0.0269687,0.415732,-0.012066863628,-0.006358997958
chr6,61800000,62000000,0.105204,0.028338,0.402996,-0.014642253777,-0.006458852714
chr6,62000000,62200000,0.109094,0.0343509,0.383717,-0.013263024438,-0.005475988775
chr6,62200000,62400000,0.109094,0.0343509,0.342237,-0.013263024438,-0.005475988775
chr6,62400000,62600000,0.120567,0.0467935,0.323659,-0.01418911431,-0.006060356069
chr6,62600000,62800000,0.175405,0.0765008,0.323659,-0.012496998535,-0.008578515013
chr6,62800000,63000000,0.175405,0.0807872,0.263017,-0.012496998535,-0.008578515013
chr6,63000000,63200000,0.216437,0.240933,0.271546,0.015540515948,-0.011740494283
chr6,63200000,63400000,0.530106,1.4753,0.306366,0.059925665175,-0.019095711816
chr6,63400000,63600000,0.530106,1.4753,0.306366,0.059925665175,-0.019221653798
chr6,63600000,63800000,0.247357,0.259626,0.246775,0.027639475971,-0.013458404559
chr6,63800000,64000000,0.22616,0.133594,0.228314,-0.012274683884,-0.010381045349
chr6,64000000,64200000,0.151292,0.0687614,0.242218,-0.012110764921,-0.009630994227
chr6,64200000,64400000,0.138652,0.0573904,0.286502,-0.01077193954,-0.009438343455
chr6,64400000,64600000,0.106371,0.0445907,0.315012,-0.010179475078,-0.00854727958
chr6,64600000,64800000,0.106177,0.0336365,0.315012,-0.010179475078,-0.007414702459
chr6,64800000,65000000,0.106177,0.033577,0.338381,-0.010995061778,-0.007278256853
chr6,65000000,65200000,0.102482,0.0317314,0.338381,-0.00751702378,-0.005339247024
chr6,65200000,65400000,0.102482,0.0415545,0.32915,-0.007355246059,-0.005339247024
chr6,65400000,65600000,0.118428,0.0847164,0.32915,-0.000630512945,-0.005599687497
chr6,65600000,65800000,0.119789,0.124961,0.348547,0.001527369788,-0.003285265392
chr6,65800000,66000000,0.119789,0.124961,0.348547,0.001527369788,-0.003285265392
chr6,66000000,66200000,0.109094,0.0523896,0.364321,-0.006864224351,-0.006958698342
